,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
cksnap_max_1,0.19113573407202214,0.14009661835748793,0.19082125603864733,0.13285024154589373,0.2391304347826087,0.3188405797101449,0.20461095100864554,0.1570048309178744,0.18840579710144928,0.2278481012658228,0.2587601078167116,0.1280193236714976,0.11659192825112108,0.1473429951690821,0.13526570048309178,0.21256038647342995,0.2111111111111111,0.19854721549636806,0.2033898305084746,0.1162227602905569,0.14527845036319612,0.3097345132743363,0.2109826589595376,0.1549636803874092,0.15738498789346247,0.1936416184971098,0.26996197718631176,0.11450381679389313,0.1089588377723971,0.15012106537530268,0.10411622276029056,0.19128329297820826,0.2087378640776699,0.11407766990291265,0.11285266457680253,0.1407766990291262,0.14805825242718446,0.3377777777777778,0.2023809523809524,0.13106796116504854,0.13479623824451412,0.20145631067961164,0.3740458015267176,0.12864077669902912,0.14563106796116504,0.15048543689320387,0.10922330097087378,0.1966019417475728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cksnap_min_1,0.0,0.002531645569620253,0.013215859030837005,0.0,0.00966183574879227,0.016908212560386472,0.0,0.017948717948717947,0.00966183574879227,0.01932367149758454,0.014492753623188406,0.003968253968253968,0.0,0.008438818565400843,0.009615384615384616,0.0,0.0,0.011952191235059759,0.004424778761061947,0.0,0.004424778761061947,0.004842615012106539,0.021791767554479417,0.01140684410646388,0.01327433628318584,0.009685230024213077,0.012106537530266344,0.013123359580052492,0.0,0.0038022813688212928,0.004842615012106539,0.0,0.0,0.011730205278592377,0.003968253968253968,0.0,0.012135922330097087,0.021844660194174758,0.009708737864077669,0.009708737864077669,0.004444444444444445,0.014563106796116504,0.009708737864077669,0.009708737864077669,0.0,0.010416666666666666,0.0048543689320388345,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kmer_max_1,166.0,222.0,207.0,167.0,76.0,58.0,79.0,55.0,99.0,132.0,78.0,65.0,78.0,87.0,101.0,53.0,46.0,61.0,56.0,88.0,57.0,19.0,29.0,16.0,21.0,26.0,16.0,15.0,32.0,65.0,33.0,14.0,42.0,17.0,26.0,21.0,19.0,35.0,75.0,18.0,39.0,72.0,43.0,46.0,19.0,41.0,52.0,13.0,18.0,32.0,31.0,21.0,25.0,23.0,36.0,23.0,63.0,46.0,53.0,24.0,33.0,49.0,47.0,17.0,11.0,15.0,28.0,14.0,13.0,18.0,12.0,39.0,17.0,38.0,14.0,37.0,29.0,25.0,26.0,26.0,15.0,22.0,18.0,51.0
kmer_min_1,10.0,35.0,45.0,13.0,0.0,1.0,3.0,0.0,3.0,5.0,0.0,5.0,3.0,8.0,6.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCPseDNC_max_1,0.1958179543105865,0.18194430997348254,0.25882345533821083,0.13565464504322486,0.32434838074028954,0.35397905834330323,0.2627770511486502,0.16623254066730472,0.22920213777134785,0.2812824772858791,0.2889610572617977,0.1627566999925954,0.1422282127632963,0.15706148327149175,0.1692522580450079,0.21435861842885925,-0.011452625191379644,-0.010793852947382741,0.04944446115246623,0.0067484110052891825,0.01180365110855848,-0.005849014888994668,0.026354609612855316,0.02952102604114805,0.04863470000846898,0.06928965929277887,0.04806258123724284,0.0318866082686099,0.100639972196253,0.12690255587334096,0.03705358691796597,0.0422137363719336,0.046358216766495465,0.040584667801109545,0.03222106761437029,0.028800723949529494,0.04947392638840783,0.06930039128218497,0.04870618877009878,0.028504217773624524,0.01944726897952397,0.02929668764879765,0.03177927762333328,0.02117034962948097,0.018373885286570843,0.015465549168918203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCPseDNC_min_1,0.0,0.0030003169896956647,0.013193263701149234,0.0,0.010222518092412786,0.019590452301396652,0.0,0.02202861734241137,0.012110535873012364,0.019341108354641597,0.016959434386915755,0.0044310838071286865,0.0,0.009985568895170214,0.00978673105518672,0.0,-0.08643417653448691,-0.1072591490670566,-0.022763500661358137,-0.07359032519537761,-0.03520139671705788,-0.06552168684853421,-0.054868267080141586,-0.059827392864134576,-0.01725842962367584,-0.02529272965340015,-0.024633716725407317,-0.021852666647450173,-0.02545217916493471,-0.02417218377559385,-0.021108738499561068,-0.059981340294022176,-0.02313094594965862,-0.0274887909660803,-0.056159784892155874,-0.06275342881952954,-0.012358202942852514,-0.018097328918432874,-0.020833162029656245,-0.021107752103478882,-0.045002443995989634,-0.05580954950777069,-0.013115607494315165,-0.06333898538295156,-0.018147476887179083,-0.029223348710968117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PseEIIP_max_1,0.06125691699604744,0.017757869249394674,0.0233544794188862,0.017038674033149168,0.0196271186440678,0.024803874092009688,0.013195157384987895,0.01429176755447942,0.02577046004842615,0.05360532687651332,0.02294818401937046,0.012115521628498728,0.03920338983050848,0.01619733656174334,0.02141065375302664,0.01998305084745763,0.017757869249394674,0.033389830508474584,0.061852300242130766,0.017150121065375303,0.03720581113801453,0.07797413793103447,0.036294915254237295,0.04471912832929782,0.015669249394673124,0.04135932203389831,0.04436531791907515,0.014727307692307694,0.017150121065375303,0.034257679180887374,0.02612857142857143,0.02038983050847458,0.020133171912832933,0.018968038740920096,0.02503438256658596,0.018940193704600483,0.051955932203389836,0.0388271186440678,0.0452184971098266,0.021096969696969697,0.02294818401937046,0.041805780346820816,0.0287545945945946,0.014343805309734512,0.009263424124513621,0.012642857142857143,0.019979661016949157,0.011783050847457628,0.0138439226519337,0.017150121065375303,0.012255855855855856,0.037111380145278455,0.01619733656174334,0.036941888619854715,0.01307417840375587,0.03592493946731235,0.023881113801452785,0.02107142857142857,0.01855254237288136,0.021882808716707024,0.01593243243243243,0.02136077481840194,0.01514963680387409,0.04945641646489105,,,,,,,,,,,,,,,,,,,,
PseEIIP_min_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008246973365617433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
PseKNC_max_1,0.06790223786007306,0.016874584870514357,0.03229474579910807,0.014769671047579732,0.018847372149770652,0.02623432003489985,0.01427794893855661,0.013664445531307657,0.03439381535837988,0.05406194552014881,0.03361725170058586,0.014101021754960816,0.03530453655793216,0.014902757485950522,0.02528029480397236,0.017579555973586687,0.016912983647630067,0.031528491032977696,0.062379167907864026,0.016489502152301477,0.035131747151032296,0.08484693983434953,0.03877480793489324,0.050232208291956564,0.017507686108168358,0.0424691103315594,0.05169760235547846,0.015059304974758946,0.015648823058211168,0.03962577095872158,0.029574525974643974,0.022222198085177468,0.0267266861785722,0.021674477972236254,0.03710178100514604,0.02236333771120631,0.052398501042605766,0.040084871318463104,0.052691787016160736,0.022518940177672496,0.033112929575054226,0.04871504837343163,0.04529095946376392,0.017267538786233834,0.010068971190790369,0.015166585739124556,0.027049892792297532,0.013616470199372859,0.012000357726158529,0.016397334637569184,0.011531885541943688,0.032782783946651295,0.01582155149754621,0.041496172067268466,0.01406713361932493,0.03874795277921322,0.028197251896738388,0.021997237332873072,0.02343606359982614,0.025117757592847702,0.014740757981148269,0.02328039799399544,0.01604569319254175,0.04786358596940672,0.0928545018650009,0.07794875404294671,0.08451679576755193,0.07802774256747051,0.08824973946236464,0.07139635123747755,0.08359589313181151,0.0745829447737274,0.08527402564683688,0.07340025369283164,,,,,,,,,,
PseKNC_min_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008483509401387213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009001462407598416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062088368740013736,0.043753477704833996,0.03454760453603009,0.0415570099094765,0.04803270625802738,0.04057686706182473,0.050531325502534696,0.042038097155087786,0.041216137110403,0.045951571875246094,,,,,,,,,,
